game_date,player_id,goal_min,penalty,own_goal
1929-09-09,CharltonBilly19001010,,,0
1929-09-14,CharltonBilly19001010,,,0
1929-09-14,WaterstonArchie19021013,,,0
1929-09-14,WaterstonArchie19021013,,,0
1929-09-14,WaterstonArchie19021013,,,0
1929-09-14,CropperReg19020121,,,0
1929-09-21,LewisGinger11902,,,0
1929-09-21,WaterstonArchie19021013,,,0
1929-09-21,WaterstonArchie19021013,,,0
1929-09-28,CharltonBilly19001010,,,0
1929-09-28,CropperReg19020121,,,0
1929-09-28,CropperReg19020121,,,0
1929-10-12,CharltonBilly19001010,,,0
1929-10-12,WaterstonArchie19021013,,,0
1929-10-19,CartmanBert19000228,,,0
1929-10-19,WaterstonArchie19021013,,,0
1929-11-02,CharltonBilly19001010,,,0
1929-11-09,CharltonBilly19001010,,,0
1929-11-09,CharltonBilly19001010,,,0
1929-11-09,WaterstonArchie19021013,,,0
1929-11-09,CartmanBert19000228,,,0
1929-11-16,RiddingBill19110404,,,0
1929-11-16,RiddingBill19110404,,,0
1929-11-23,CharltonBilly19001010,,,0
1929-11-23,CharltonBilly19001010,,,0
1929-11-23,WaterstonArchie19021013,,,0
1929-11-30,MestonSammy19020530,,,0
1929-11-30,WaterstonArchie19021013,,,0
1929-12-25,RiddingBill19110404,,,0
1929-12-25,UrmsonFred19071126,,,0
1929-12-25,UrmsonFred19071126,,,0
1930-01-04,CartmanBert19000228,,,0
1930-01-04,UrmsonFred19071126,,,0
1930-01-11,CharltonBilly19001010,,,0
1930-01-11,CharltonBilly19001010,,,0
1930-01-11,WaterstonArchie19021013,,,0
1930-01-18,LewisGinger11902,,,0
1930-01-18,CharltonBilly19001010,,,0
1930-01-18,WaterstonArchie19021013,,,0
1930-01-25,CartmanBert19000228,,,0
1930-01-25,CharltonBilly19001010,,,0
1930-02-01,RiddingBill19110404,,,0
1930-02-01,CropperReg19020121,,,0
1930-02-08,CharltonBilly19001010,,,0
1930-02-08,CharltonBilly19001010,,,0
1930-02-08,RiddingBill19110404,,,0
1930-02-08,RiddingBill19110404,,,0
1930-02-08,RiddingBill19110404,,,0
1930-02-08,UrmsonFred19071126,,,0
1930-02-08,UrmsonFred19071126,,,0
1930-02-15,RiddingBill19110404,,,0
1930-02-20,CharltonBilly19001010,,,0
1930-02-20,RiddingBill19110404,,,0
1930-02-20,RiddingBill19110404,,,0
1930-02-20,RiddingBill19110404,,,0
1930-02-20,RiddingBill19110404,,,0
1930-02-22,CharltonBilly19001010,,,0
1930-03-01,MestonSammy19020530,,,0
1930-03-01,MestonSammy19020530,,,0
1930-03-01,CartmanBert19000228,,,0
1930-03-01,CartmanBert19000228,,,0
1930-03-08,WaterstonArchie19021013,,,0
1930-03-15,BartonTeddy11904,,,0
1930-03-15,MestonSammy19020530,,,0
1930-03-15,MestonSammy19020530,,,0
1930-03-22,MestonSammy19020530,,,0
